book;code;text;never_main;gender
NCRP;SNA0QG;MR Kolumna og overekstremitet;;
NCRP;SNA0RG;MR Kolumna og underekstremitet;;
NCRP;SNA0SG;MR Cervikal- og lumbosakralkolumna;;
NCRP;SNA0TG;MR Bekken og deler av kolumna;;
NCRP;SNA0UG;MR Bekken, kolumna og underekstremitet;;
NCRP;SNB0AA;RG Overarm;;
NCRP;SNB0AD;CT Overarm;;
NCRP;SNB0AG;MR Overarm;;
NCRP;SNB0AK;UL Overarm;;
NCRP;SNB0BA;RG Skulder;;
NCRP;SNB0BD;CT Skulder;;
NCRP;SNB0BG;MR Skulder;;
NCRP;SNB0BK;UL Skulder;;
NCRP;SNB0CA;RG Clavicula;;
NCRP;SNB0EA;RG Skulderblad;;
NCRP;SNC0AA;RG Albueledd;;
NCRP;SNC0AD;CT Albueledd;;
NCRP;SNC0AG;MR Albueledd;;
NCRP;SNC0AK;UL Albueledd;;
NCRP;SNC0BA;RG Underarm;;
NCRP;SNC0BD;CT Underarm;;
NCRP;SNC0BG;MR Underarm;;
NCRP;SNC0BK;UL Underarm;;
NCRP;SND0AA;RG Håndledd;;
NCRP;SND0AD;CT Håndledd og håndrot;;
NCRP;SND0AG;MR Håndledd og håndrot;;
NCRP;SND0AK;UL Håndledd og håndrot;;
NCRP;SND0BA;RG Hånd;;
NCRP;SND0BD;CT Hånd og fingre;;
NCRP;SND0BG;MR Hånd og fingre;;
NCRP;SND0BK;UL Hånd og fingre;;
NCRP;SND0MA;RG Skjelettalder;;
NCRP;SNE0AA;RG Bekken;;
NCRP;SNE0BA;RG Iliosakralledd;;
NCRP;SNE0BD;CT Iliosakralledd;;
NCRP;SNE0BG;MR Iliosakralledd;;
NCRP;SNE0CA;RG Sacrum med coccyx;;
NCRP;SNE0MA;RG Pelvimetri;;f
NCRP;SNE0MD;CT Pelvimetri;;f
NCRP;SNF0AA;RG Hofte;;
NCRP;SNF0AD;CT Hofte;;
NCRP;SNF0AG;MR Hofte;;
NCRP;SNF0AK;UL Hofte;;
NCRP;SNF0BA;RG Lår;;
NCRP;SNF0BD;CT Lår;;
NCRP;SNF0BG;MR Lår;;
NCRP;SNF0BK;UL Lår;;
NCRP;SNG0AA;RG Kne;;
NCRP;SNG0AD;CT Kne;;
NCRP;SNG0AG;MR Kne;;
NCRP;SNG0AK;UL Kne;;
NCRP;SNG0BA;RG Legg;;
NCRP;SNG0BD;CT Legg;;
NCRP;SNG0BG;MR Legg;;
NCRP;SNG0BK;UL Legg;;
NCRP;SNH0AA;RG Fot;;
NCRP;SNH0AD;CT Fot;;
NCRP;SNH0AG;MR Fot;;
NCRP;SNH0AK;UL Fot;;
NCRP;SNH0BA;RG Ankelledd;;
NCRP;SNH0BD;CT Ankelledd;;
NCRP;SNH0BG;MR Ankelledd;;
NCRP;SNH0BK;UL Ankelledd;;
NCRP;SNI0AA;RG Overekstremitet;;
NCRP;SNI0AD;CT Overekstremitet;;
NCRP;SNI0AG;MR Overekstremitet;;
NCRP;SNJ0AA;RG Underekstremitet;;
NCRP;SNJ0AD;CT Underekstremitet;;
NCRP;SNJ0AG;MR Underekstremitet;;
NCRP;SNJ0BD;CT Underekstremitetsmåling;;
NCRP;SNX0AK;UL Lyske;;
NCRP;SNX0BG;MR Flere ledd;;
NCRP;SNX0BK;UL Ledd, bevegelsesapparatet;;
NCRP;SNX0CK;UL Bløtdeler, bevegelsesapparatet;;
NCRP;SNX0DK;UL Ledd og bløtdeler, bevegelsesapparatet;;
NCRP;SNX0MA;RG Beinlengdemåling;;
NCRP;SNX0XA;Beintetthetsmåling, DEXA;;
NCRP;SPA0AB;RGA Arteriografi av hals;;
NCRP;SPA0AK;UL Halsarterier;;
NCRP;SPA0AP;CTANG angiografi av hals;;
NCRP;SPA0AQ;MRANG angiografi av hals;;
NCRP;SPA0BB;RGA Arteriografi av a. subclavia;;
NCRP;SPA0CB;RGA Arteriografi av a. mammaria interna;;
NCRP;SPB0AB;RGA Overekstremitetsarteriografi;;
NCRP;SPB0AK;UL Overekstremitetsarterier;;
NCRP;SPB0AP;CTANG angiografi av overekstremitet;;
NCRP;SPB0AQ;MRANG angiografi av overekstremitet;;
NCRP;SPC0AB;RGA Arteriografi av leverarterie;;
NCRP;SPC0BB;RGA Arteriografi av nyrearterier;;
NCRP;SPC0BK;UL Nyrearterier;;
NCRP;SPC0CB;RGA Arteriografi av truncus coeliacus;;
NCRP;SPC0DB;RGA Arteriografi av a. mesenterica superior;;
NCRP;SPC0EB;RGA Arteriografi av a. mesenterica inferior;;
NCRP;SPD0BB;RGA Arteriografi av bekkenarterier;;
NCRP;SPH0AC;RGV Venografi av halsvener;;
NCRP;SPH0AK;UL Halsvener;;
NCRP;SPH0BC;RGV Venografi av overekstremitet;;
NCRP;SPH0BK;UL Overekstremitetsvener;;
NCRP;SPH0DC;RGV Venografi av portvene;;
NCRP;SPH0EC;RGV Venografi av vena cava superior;;
NCRP;SPH0FC;RGV Venografi av vena cava inferior;;
NCRP;SPH0GC;RGV Binyreveneprøve;;
NCRP;SPH0HC;RGV Venografi av bekkenvener;;
NCRP;SPH0JC;RGV Venografi av v. ovarica/v. testicularis;;
NCRP;SPH0KC;RGV Venografi av underekstremitet;;
NCRP;SPH0KK;UL Underekstremitetsvener;;
NCRP;SPH0LK;UL Perifere vener;;
NCRP;SPJ0BK;UL Lymfeknute, INA;;
NCRP;SPJ0CK;UL Lymfeknuter på hals;;
NCRP;SPJ0DK;UL Lymfeknuter i aksille;;
NCRP;SPJ0EK;UL Lymfeknuter i lyske;;
NCRP;SPJ0FK;UL Lymfeknuter, flere lymfeknutestasjoner;;
NCRP;SPX0AB;RGA Arteriografi av intercostalarterie(r);;
NCRP;SPX0BB;Angiografi av bronkialarterie;;
NCRP;SPX0DB;RGA Arteriografi av abdominalaorta;;
NCRP;SPX0DK;UL Abdominalaorta;;
NCRP;SPX0DP;CTANG angiografi av abdominalaorta;;
NCRP;SPX0KB;RGA Underekstremitetsarteriografi;;
NCRP;SPX0KK;UL Underekstremitetsarterier;;
NCRP;SPX0KP;CTANG angiografi av underekstremitet ;;
NCRP;SPX0KQ;MRANG angiografi av underekstremitet ;;
NCRP;SPY0AK;UL Halskar;;
NCRP;SPY0BK;UL Perifere arterier;;
NCRP;SQX0AK;UL Hud/underhud;;
NCRP;SSB0AD;CT Hals;;
NCRP;SSB0AG;MR Hals;;
NCRP;SSC0AA;RG Toraks;;
NCRP;SSC0AD;CT Toraks;;
NCRP;SSC0AG;MR Toraks;;
NCRP;SSC0AK;UL Toraks;;
NCRP;SSC0AP;CTANG angiografi av toraks;;
NCRP;SSC0AQ;MRANG angiografi av toraks;;
NCRP;SSD0AA;RG Abdomen;;
NCRP;SSD0AD;CT Abdomen;;
NCRP;SSD0AG;MR Abdomen;;
NCRP;SSD0AK;UL Peritoneum;;
NCRP;SSD0AP;CTANG angiografi av abdomen;;
NCRP;SSD0AQ;MRANG angiografi av abdomen;;
NCRP;SSD0BH;MR Abdomen og MRA Arteriografi av abdomen;;
NCRP;SSD0BQ;MR Abdomen og MRANG angiografi av abdomen;;
NCRP;SSE0AA;RG Toraks og abdomen;;
NCRP;SSE0AD;CT Bekken;;
NCRP;SSE0AG;MR Bekken;;
NCRP;SSE0AK;UL Bekken;;
NCRP;SSE0AP;CTANG angiografi av bekken;;
NCRP;SSE0AQ;MRANG angiografi av bekken;;
NCRP;SSE0BK;UL Bekkenarterier/vener;;
NCRP;SSH0AB;RGA Arteriografi av hode og hals;;
NCRP;SSH0AC;RGV Venografi av hode og hals;;
NCRP;SSH0AD;CT Hode og hals;;
NCRP;SSH0AG;MR Hode og hals;;
NCRP;SSH0AK;UL Hode og hals;;
NCRP;SSH0AP;CTANG angiografi av hode og hals;;
NCRP;SSH0AQ;MRANG angiografi av hode og hals;;
NCRP;SSJ0AB;RGA Arteriografi av hals og torakal aorta;;
NCRP;SSJ0AC;RGV Venografi av hals og toraks;;
NCRP;SSJ0AD;CT Hals og toraks;;
NCRP;SSJ0AG;MR Hals og toraks;;
NCRP;SSJ0AK;UL Hals og toraks;;
NCRP;SSJ0AP;CTANG angiografi av hals og toraks;;
NCRP;SSJ0AQ;MRANG angiografi av hals og toraks;;
NCRP;SSK0AB;RGA Arteriografi av hele aorta;;
NCRP;SSK0AC;RGV Venografi av toraks og abdomen;;
NCRP;SSK0AD;CT Toraks og abdomen;;
NCRP;SSK0AG;MR Toraks og abdomen;;
NCRP;SSK0AK;UL Toraks og abdomen;;
NCRP;SSK0AP;CTANG angiografi av toraks og abdomen;;
NCRP;SSK0AQ;MRANG angiografi av toraks og abdomen;;
NCRP;SSL0AB;RGA Arteriografi av abdominal aorta og bekkenarterier;;
NCRP;SSL0AC;RGV Venografi av abdomen og bekken;;
NCRP;SSL0AD;CT Abdomen og bekken;;
NCRP;SSL0AG;MR Abdomen og bekken;;
NCRP;SSL0AP;CTANG angiografi av abdomen og bekken;;
NCRP;SSL0AQ;MRANG angiografi av abdomen og bekken;;
NCRP;SSM0AB;RGA Arteriografi av bekken og underekstremiteter;;
NCRP;SSM0AC;RGV Venografi av bekken og underekstremiteter;;
NCRP;SSM0AD;CT Bekken og underekstremiteter;;
NCRP;SSM0AG;MR Bekken og underekstremiteter;;
NCRP;SSM0AK;UL Bekken og underekstremiteter;;
NCRP;SSM0AP;CTANG angiografi av bekken og underekstremiteter;;
NCRP;SSM0AQ;MRANG angiografi av bekken og underekstremiteter;;
NCRP;SSN0AB;RGA Arteriografi av hode, hals og torakal aorta;;
NCRP;SSN0AC;RGV Venografi av hode, hals og toraks;;
NCRP;SSN0AD;CT Hode, hals og toraks;;
NCRP;SSN0AG;MR Hode, hals og toraks;;
NCRP;SSN0AK;UL Hode, hals og toraks;;
NCRP;SSN0AP;CTANG angiografi av hode, hals og toraks;;
NCRP;SSN0AQ;MRANG angiografi av hode, hals og toraks;;
NCRP;SSP0AB;RGA Arteriografi av hals og hele aorta;;
NCRP;SSP0AC;RGV Venografi av hals, toraks og abdomen;;
NCRP;SSP0AD;CT Hals, toraks og abdomen;;
NCRP;SSP0AG;MR Hals, toraks og abdomen;;
NCRP;SSP0AK;UL Hals, toraks og abdomen;;
NCRP;SSP0AP;CTANG angiografi av hals, toraks og abdomen;;
NCRP;SSP0AQ;MRANG angiografi av hals, toraks og abdomen;;
NCRP;SSQ0AB;RGA Arteriografi av toraks, abdomen og bekken;;
NCRP;SSQ0AC;RGV Venografi av toraks, abdomen og bekken;;
NCRP;SSQ0AD;CT Toraks, abdomen og bekken;;
NCRP;SSQ0AG;MR Toraks, abdomen og bekken;;
NCRP;SSQ0AK;UL Toraks, abdomen og bekken (FAST);;
NCRP;SSQ0AP;CTANG angiografi av toraks, abdomen og bekken;;
NCRP;SSQ0AQ;MRANG angiografi av toraks, abdomen og bekken;;
NCRP;SSR0AB;RGA Arteriografi abdominalaorta+bekken+underekstremitetsart;;
NCRP;SSR0AC;RGV Venografi av abdomen, bekken og underekstremiteter;;
NCRP;SSR0AD;CT Abdomen, bekken og underekstremiteter;;
NCRP;SSR0AG;MR Abdomen, bekken og underekstremiteter;;
NCRP;SSR0AK;UL Abdomen, bekken og underekstremiteter;;
NCRP;SSR0AP;CTANG angiografi av abdomen, bekken og underekstremiteter;;
NCRP;SSR0AQ;MRANG angiografi av abdomen, bekken og underekstremiteter;;
NCRP;SSS0AB;RGA Arteriografi av hode, hals og hele aorta;;
NCRP;SSS0AC;RGV Venografi av hode, hals, toraks og abdomen;;
NCRP;SSS0AD;CT Hode, hals, toraks og abdomen;;
NCRP;SSS0AG;MR Hode, hals, toraks og abdomen;;
NCRP;SSS0AP;CTANG angiografi av hode, hals, toraks og abdomen ;;
NCRP;SSS0AQ;MRANG angiografi av hode, hals, toraks og abdomen ;;
NCRP;SST0AB;RGA Arteriografi av hals, bekken og hele aorta;;
NCRP;SST0AC;RGV Venografi av hals, toraks, abdomen og bekken;;
NCRP;SST0AD;CT Hals, toraks, abdomen og bekken;;
NCRP;SST0AG;MR Hals, toraks, abdomen og bekken;;
NCRP;SST0AK;UL Hals, toraks, abdomen og bekken;;
NCRP;SST0AP;CTANG angiografi av  hals, toraks, abdomen og bekken;;
NCRP;SST0AQ;MRANG angiografi av  hals, toraks, abdomen og bekken;;
NCRP;SSU0AB;RGA Arteriografi av hele aorta+bekken+underekstremitetsart.;;
NCRP;SSU0AC;RGV Venografi av toraks, abdomen, bekken og underekstremit.;;
NCRP;SSU0AD;CT Toraks, abdomen, bekken og underekstremiteter;;
NCRP;SSU0AG;MR Toraks, abdomen, bekken og underekstremiteter;;
NCRP;SSU0AP;CTANG angiografi av toraks, abdomen, bekken og underekstr.;;
NCRP;SSU0AQ;MRANG angiografi av toraks, abdomen, bekken og underekstr.;;
NCRP;SSV0AB;RGA Arteriografi av hode, hals, bekken og hele aorta;;
NCRP;SSV0AC;RGV Venografi av hode, hals, toraks, abdomen og bekken;;
NCRP;SSV0AD;CT Hode, hals, toraks, abdomen og bekken;;
NCRP;SSV0AG;MR Hode, hals, toraks, abdomen og bekken;;
NCRP;SSV0AP;CTANG angiografi av hode, hals, toraks, abdomen og bekken;;
NCRP;SSV0AQ;MRANG angiografi av hode, hals, toraks, abdomen og bekken;;
NCRP;SSW0AB;RGA Arteriografi av hals, toraks, abdomen,bekken og undereks;;
NCRP;SSW0AC;RGV Venografi av hals, toraks, abdomen, bekken og underekst.;;
NCRP;SSW0AD;CT Hals, toraks, abdomen, bekken og underekstremiteter;;
NCRP;SSW0AG;MR Hals, toraks, abdomen, bekken og underekstremiteter;;
NCRP;SSW0AP;CTANG angiografi av hals,toraks,abdomen,bekken og undereks.;;
NCRP;SSW0AQ;MRANG angiografi av hals,toraks,abdomen,bekken og undereks.;;
NCRP;SSX0AD;CT Hode, toraks, abdomen og bekken;;
NCRP;SSY0AA;RG Helkropp;;
NCRP;SSY0AB;RGA Arteriografi Hode+hals+toraks+abd+bekken+ux (Helkropp);;
NCRP;SSY0AC;RGV Venografi Hode+hals+toraks+abdomen+bekken+ux (Helkropp);;
NCRP;SSY0AD;CT Hode+hals+toraks+abdomen+bekken+undereks (Helkropp);;
NCRP;SSY0AG;MR Hode+hals+toraks+abdomen+bekken+undereks (Helkropp);;
NCRP;SSY0AP;CTANG angiografi av hode,hals,toraks,abd.,bekken og undereks;;
NCRP;SSY0AQ;MRANG angiografi hode,hals,toraks,abdomen,bekken og undereks;;
NCRP;SSY0KA;RG Shuntoversikt;;
NCRP;SSZ0AA;RG Abscessografi;;
NCRP;SSZ0BA;RG Loopografi;;
NCRP;SSZ0CA;RG Fistulografi;;
NCRP;SSZ0DA;RG Scoutbilde;;
NCRP;SSZ0DD;CT Scoutbilde;;
NCRP;SSZ0XA;RG Gjennomlysning, uspesifisert;;
NCRP;SSZ0XB;RGA Arteriografi av uspesifiserte arterier;;
NCRP;SSZ0XC;RGV Venografi av uspesifiserte vener;;
NCRP;SSZ0XD;CT Uspesifisert;;
NCRP;SSZ0XG;MR Uspesifisert;;
NCRP;SSZ0XP;CTANG angiografi av uspesifiserte arterier og vener;;
NCRP;SSZ0XQ;MRANG angiografi av uspesifiserte arterier og vener;;
NCRP;SXG0AK;Intrapleural ultralydundersøkelse;;
NCRP;SXG0BK;Torakoskopisk ultralydundersøkelse;;
NCRP;SXG0CK;Bronkoskopisk ultralydundersøkelse;;
NCRP;SXG0WK;Annen peroperativ intratorakal ultralydundersøkelse;;
NCRP;SXJ0AA;Peroperativ kolangiografi;;
NCRP;SXJ0AK;Transøsofageal ultralydundersøkelse;;
NCRP;SXJ0BA;Laparoskopisk kolangiografi;;
NCRP;SXJ0BK;Peroperativ abdominal ultralydundersøkelse;;
NCRP;SXJ0CK;Laparoskopisk ultralydundersøkelse;;
NCRP;SXJ0DK;Peroral endoskopisk ultralydundersøkelse;;
NCRP;SXJ0EK;Ultralydundersøkelse gjennom intestinalt stoma;;
NCRP;SXJ0FK;Endoskopisk ultralydundersøkelse gjennom intestinalt stoma;;
NCRP;SXJ0GK;Transrektal endoskopisk ultralydundersøkelse;;
NCRP;SXJ0HK;Transanal ultralydundersøkelse;;
NCRP;SXP0BB;Peroperativ angiografi ved perifer karkirurgi;;
NCRP;TAA0AL;PET/CT-18F FDG Hode (hjerne);;
NCRP;TAA0AM;PET/MR-18F FDG Hode (hjerne);;
NCRP;TAA0AN;NM Hjerneperfusjonscintigrafi (rCBF);;
NCRP;TAA0BL;PET/CT-18F FACBC Hode (hjerne);;
NCRP;TAA0BM;PET/MR-18F FACBC Hode (hjerne);;
NCRP;TAA0BN;NM Cisternografi;;
NCRP;TAA0CL;PET/CT-18F flutemetamol Hode (hjerne);;
NCRP;TAA0CM;PET/MR-18F flutemetamol Hode (hjerne);;
NCRP;TAA0CN;NM Dopamin transport ligand scintigrafi;;
NCRP;TAA0DL;PET/CT-18F NaF Hode (hjerne);;
NCRP;TAA0DM;PET/MR-18F NaF Hode (hjerne);;
NCRP;TAA0DN;NM Dopamin D2-reseptor ligand scintigrafi;;
NCRP;TAA0EL;PET/CT-18F DOPA Hode (hjerne);;
NCRP;TAA0EM;PET/MR-18F DOPA Hode (hjerne);;
NCRP;TAA0EN;NM Shuntundersøkelse;;
NCRP;TAA0FL;PET/CT-68Ga DotaX Hode (hjerne);;
NCRP;TAA0FM;PET/MR-68Ga DotaX Hode (hjerne);;
NCRP;TAA0GL;PET/CT-64Cu DotaX Hode (hjerne);;
NCRP;TAA0GM;PET/MR-64Cu DotaX Hode (hjerne);;
NCRP;TAA0WL;PET/CT Hode, annet spesifisert radiofarmakum;;
NCRP;TAA0WM;PET/MR Hode, annet spesifisert radiofarmakum;;
NCRP;TBA0AN;NM Tyreoideascintigrafi;;
NCRP;TBA0BN;NM Jodopptaksmåling;;
NCRP;TBA0CN;NM Perklorat test;;
NCRP;TBA0CT;NTP Radionuklidterapi ved godartet tyreoidealidelse;;
NCRP;TBB0AN;NM Paratyreoideascintigrafi;;
NCRP;TBC0AN;NM Binyremargscintigrafi (MIBG);;
NCRP;TBC0BN;NM Binyrebarkscintigrafi;;
NCRP;TCC0AN;NM Tåreveiscintigrafi;;
NCRP;TEL0AN;NM Spyttkjertelscintigrafi;;
NCRP;TFY0AN;NM Myokardscintigrafi, hvile;;
NCRP;TFY0BN;NM Firstpass radionukleotid angiografi;;
NCRP;TFY0CN;NM EKG-styrt ventrikulografi (MUGA);;
NCRP;TFY0DN;NM Myokardscintigrafi, belastning;;
NCRP;TGD0AN;NM Lungeventilasjonsscintigrafi;;
NCRP;TGD0BN;NM Lungeperfusjonsscintigrafi;;
NCRP;TGD0CN;NM Depreotide-scintigrafi;;
NCRP;THA0AN;NM Mammoscintigrafi;;f
NCRP;TJC0AN;NM Øsofagusscintigrafi;;
NCRP;TJD0AN;NM Ventrikkelscintigrafi;;
NCRP;TJJ0AN;NM Leverscintigrafi;;
NCRP;TJJ0BN;NM Leverarterieperfusjonsscintigrafi;;
NCRP;TJJ0RT;NTP Radionuklidterapi av malign levertumor via leverarterier;;
NCRP;TJK0AN;NM Galleveisscintigrafi;;
NCRP;TJK0BN;NM Gallesyreabsorbsjon;;
NCRP;TJM0AN;NM Miltscintigrafi;;
NCRP;TJX0AN;NM Blødningsscintigrafi;;
NCRP;TJX0BN;NM Meckels divertikkel scintigrafi;;
NCRP;TJX0CN;NM Måling av gastrointestinalt proteintap;;
NCRP;TJX0DN;NM Bestemmelse av fettresorbsjon;;
NCRP;TKA0AN;NM Nyrescintigrafi (DMSA);;
NCRP;TKA0BN;NM Renografi;;
NCRP;TKA0CN;NM Renografi, hypertensjon (Kaptopril);;
NCRP;TKA0DN;NM Renografi, diurese;;
NCRP;TKA0EN;NM Måling av GFR ved bruk av gammakamera;;
NCRP;TKA0FN;NM Måling av GFR ved blodprøve;;
NCRP;TKC0AN;NM Direkte miksjonscystografi;;
NCRP;TKC0BN;NM Indirekte miksjonscystografi;;
NCRP;TKF0AN;NM Testisperfusjonscintigrafi;;
NCRP;TNB0AT;NTP Synoviortese av skulderledd med radioaktive isotoper;;
NCRP;TNC0AT;NTP Synoviortese av albueledd med radioaktive isotoper;;
NCRP;TND0AT;NTP Synoviortese med radioaktive isotoper, fingerledd;;
NCRP;TND0BT;NTP Synoviortese med radioakt isotoper, karpo-metakarpalledd;;
NCRP;TNF0AT;NTP Synoviortese av hofteledd med radioaktive isotoper;;
NCRP;TNG0AT;NTP Synoviortese av kneledd med radioaktive isotoper;;
NCRP;TNH0AT;NTP Synoviortese av ankelledd med radioaktive isotoper;;
NCRP;TNH0BT;NTP Synoviortese av tarsalledd med radioaktive isotoper;;
NCRP;TNH0CT;NTP Synoviortese av tåledd med radioaktive isotoper;;
NCRP;TNX0XT;NTP Synoviortese av andre ledd med radioaktive isotoper;;
NCRP;TPJ0AN;NM Lymfescintigrafi overekstremitet;;
NCRP;TPJ0BN;NM Lymfescintigrafi underekstremitet;;
NCRP;TPJ0CN;NM Vaktpostlymfeknute ved malignt melanom;;
NCRP;TPJ0DN;NM Vaktpostlymfeknute ved cancer mamma;;f
NCRP;TPJ0EN;NM Vaktpostlymfeknute ved cancer penis;;m
NCRP;TPJ0FN;NM Vaktpostlymfeknute ved cancer vulva;;f
NCRP;TPJ0GN;NM Lymfelekkasjescintigrafi;;
NCRP;TRE0AN;NM Merking av erytrocytter;;
NCRP;TRE0BN;NM Bestemmelse av erytrocytters levetid;;
NCRP;TRL0AN;NM Leukocyttscintigrafi;;
NCRP;TRX0AN;NM Bestemmelse av blodvolum;;
NCRP;TSC0AL;PET/CT-18F FDG Toraks (hjerte);;
NCRP;TSC0AM;PET/MR-18F FDG Toraks (hjerte);;
NCRP;TSC0BL;PET/CT-18F FACBC Toraks (hjerte);;
NCRP;TSC0BM;PET/MR-18F FACBC Toraks (hjerte);;
NCRP;TSC0CL;PET/CT-18F flutemetamol Toraks (hjerte);;
NCRP;TSC0CM;PET/MR-18F flutemetamol Toraks (hjerte);;
NCRP;TSC0DL;PET/CT-18F NaF Toraks (hjerte);;
NCRP;TSC0DM;PET/MR-18F NaF Toraks (hjerte);;
NCRP;TSC0EL;PET/CT-18F DOPA Toraks (hjerte);;
NCRP;TSC0EM;PET/MR-18F DOPA Toraks (hjerte);;
NCRP;TSC0FL;PET/CT-68Ga DotaX Toraks (hjerte);;
NCRP;TSC0FM;PET/MR-68Ga DotaX Toraks (hjerte);;
NCRP;TSC0GL;PET/CT-64Cu DotaX Toraks (hjerte);;
NCRP;TSC0GM;PET/MR-64Cu DotaX Toraks (hjerte);;
NCRP;TSC0WL;PET/CT Toraks, annet spesifisert radiofarmakum;;
NCRP;TSC0WM;PET/MR Toraks, annet spesifisert radiofarmakum;;
NCRP;TSJ0AL;PET/CT-18F FDG Hals og toraks;;
NCRP;TSJ0AM;PET/MR-18F FDG Hals og toraks;;
NCRP;TSJ0BL;PET/CT-18F FACBC Hals og toraks;;
NCRP;TSJ0BM;PET/MR-18F FACBC Hals og toraks;;
NCRP;TSJ0CL;PET/CT-18F flutemetamol Hals og toraks;;
NCRP;TSJ0CM;PET/MR-18F flutemetamol Hals og toraks;;
NCRP;TSJ0DL;PET/CT-18F NaF Hals og toraks;;
NCRP;TSJ0DM;PET/MR-18F NaF Hals og toraks;;
NCRP;TSJ0EL;PET/CT-18F DOPA Hals og toraks;;
NCRP;TSJ0EM;PET/MR-18F DOPA Hals og toraks;;
NCRP;TSJ0FL;PET/CT-68Ga DotaX Hals og toraks;;
NCRP;TSJ0FM;PET/MR-68Ga DotaX Hals og toraks;;
NCRP;TSJ0GL;PET/CT-64Cu DotaX Hals og toraks;;
NCRP;TSJ0GM;PET/MR-64Cu DotaX Hals og toraks;;
NCRP;TSJ0WL;PET/CT Hals og toraks, annet spesifisert radiofarmakum;;
NCRP;TSJWM;PET/MR Hals og toraks, annet spesifisert radiofarmakum;;
NCRP;TSL0AL;PET/CT-18F FDG Abdomen og bekken;;
NCRP;TSL0AM;PET/MR-18F FDG Abdomen og bekken;;
NCRP;TSL0BL;PET/CT-18F FACBC Abdomen og bekken;;
NCRP;TSL0BM;PET/MR-18F FACBC Abdomen og bekken;;
NCRP;TSL0CL;PET/CT-18F flutemetamol Abdomen og bekken;;
NCRP;TSL0CM;PET/MR-18F flutemetamol Abdomen og bekken;;
NCRP;TSL0DL;PET/CT-18F NaF Abdomen og bekken;;
NCRP;TSL0DM;PET/MR-18F NaF Abdomen og bekken;;
NCRP;TSL0EL;PET/CT-18F DOPA Abdomen og bekken;;
NCRP;TSL0EM;PET/MR-18F DOPA Abdomen og bekken;;
NCRP;TSL0FL;PET/CT-68Ga DotaX Abdomen og bekken;;
NCRP;TSL0FM;PET/MR-68Ga DotaX Abdomen og bekken;;
NCRP;TSL0GL;PET/CT-64Cu DotaX Abdomen og bekken;;
NCRP;TSL0GM;PET/MR-64Cu DotaX Abdomen og bekken;;
NCRP;TSL0WL;PET/CT Abdomen og bekken, annet spesifisert radiofarmakum;;
NCRP;TSL0WM;PET/MR Abdomen og bekken, annet spesifisert radiofarmakum;;
NCRP;TST0AL;PET/CT-18F FDG Skallebasis - lår;;
NCRP;TST0AM;PET/MR-18F FDG Skallebasis - lår;;
NCRP;TST0BL;PET/CT-18F FACBC Skallebasis - lår;;
NCRP;TST0BM;PET/MR-18F FACBC Skallebasis - lår;;
NCRP;TST0CL;PET/CT-18F flutemetamol Skallebasis - lår;;
NCRP;TST0CM;PET/MR-18F flutemetamol Skallebasis - lår;;
NCRP;TST0DL;PET/CT-18F NaF Skallebasis - lår;;
NCRP;TST0DM;PET/MR-18F NaF Skallebasis - lår;;
NCRP;TST0EL;PET/CT-18F DOPA Skallebasis - lår;;
NCRP;TST0EM;PET/MR-18F DOPA Skallebasis - lår;;
NCRP;TST0FL;PET/CT-68Ga DotaX Skallebasis - lår;;
NCRP;TST0FM;PET/MR-68Ga DotaX Skallebasis - lår;;
NCRP;TST0GL;PET/CT-64Cu DotaX Skallebasis - lår;;
NCRP;TST0GM;PET/MR-64Cu DotaX Skallebasis - lår;;
NCRP;TST0WL;PET/CT Skallebasis - lår, annet spesifisert radiofarmakum;;
NCRP;TST0WM;PET/MR Skallebasis - lår, annet spesifisert radiofarmakum;;
NCRP;TSV0AL;PET/CT-18F FDG Skalletopp - lår;;
NCRP;TSV0AM;PET/MR-18F FDG Skalletopp - lår;;
NCRP;TSV0BL;PET/CT-18F FACBC Skalletopp-lår;;
NCRP;TSV0BM;PET/MR-18F FACBC Skalletopp-lår;;
NCRP;TSV0CL;PET/CT-18F flutemetamol Skalletopp - lår;;
NCRP;TSV0CM;PET/MR-18F flutemetamol Skalletopp - lår;;
NCRP;TSV0DL;PET/CT-18F NaF Skalletopp - lår;;
NCRP;TSV0DM;PET/MR-18F NaF Skalletopp - lår;;
NCRP;TSV0EL;PET/CT-18F DOPA Skalletopp - lår;;
NCRP;TSV0EM;PET/MR-18F DOPA Skalletopp - lår;;
NCRP;TSV0FL;PET/CT-68Ga DotaX Skalletopp - lår;;
NCRP;TSV0FM;PET/MR-68Ga DotaX Skalletopp - lår;;
NCRP;TSV0GL;PET/CT-64Cu DotaX Skalletopp - lår;;
NCRP;TSV0GM;PET/MR-64Cu DotaX Skalletopp - lår;;
NCRP;TSV0WL;PET/CT Skalletopp - lår, annet spesifisert radiofarmakum;;
NCRP;TSV0WM;PET/MR Skalletopp - lår, annet spesifisert radiofarmakum;;
NCRP;TSX0RT;NTP Radionuklidterapi ved cancer;;
NCRP;TSY0AL;PET/CT-18F FDG Helkropp;;
NCRP;TSY0AM;PET/MR-18F FDG Helkropp;;
NCRP;TSY0AN;NM Skjelettscintigrafi, helkropp;;
NCRP;TSY0BL;PET/CT-18F FACBC Helkropp;;
NCRP;TSY0BM;PET/MR-18F FACBC Helkropp;;
