code;text
P01AA52;kliokinol, kombinasjoner                          
P01AB;Nitroimidazolderivater                            
P01AB01;metronidazol                                      
P01AB02;tinidazol                                         
P01AB03;ornidazol                                         
P01AB04;azanidazol                                        
P01AB05;propenidazol                                      
P01AB06;nimorazol                                         
P01AB07;seknidazol                                        
P01AB51;metronidazol, kombinasjoner
P01AC;Dikloracetamidderivater                           
P01AC01;diloxanid                                         
P01AC02;klefamid                                          
P01AC03;etofamid                                          
P01AC04;teklozan                                          
P01AR;Arsenforbindelser                                 
P01AR01;arstinol                                          
P01AR02;difetarson                                        
P01AR03;glykobiarsol                                      
P01AR53;glykobiarsol, kombinasjoner                       
P01AX;Andre midler mot amøbesykdommer og andre protozosykdommer
P01AX01;kiniofon                                          
P01AX02;emetin                                            
P01AX04;fankinon                                          
P01AX05;mepakrin                                          
P01AX06;atovakon                                          
P01AX07;trimetrexat                                       
P01AX08;tenonitrozol                                      
P01AX09;dehydroemetin                                     
P01AX10;fumagillin
P01AX11;nitazoxanid
P01AX52;emetin, kombinasjoner                             
P01B;Malariamidler                      
P01BA;Aminokinoliner                                    
P01BA01;klorokin                                          
P01BA02;hydroksyklorokin                                  
P01BA03;primakin                                          
P01BA06;amodiakin                                         
P01BB;Biguanider                                        
P01BB01;proguanil                                         
P01BB02;cycloguanilembonat                                
P01BB51;proguanil, kombinasjoner                          
P01BC;Metanolkinoliner                                  
P01BC01;kinin                                             
P01BC02;meflokin                                          
P01BD;Diaminopyrimidiner                                
P01BD01;pyrimetamin                                       
P01BD51;pyrimetamin, kombinasjoner                        
P01BE;Artemisinin og derivater, usammensatte               
P01BE01;artemisinin                                       
P01BE02;artemeter                                         
P01BE03;artesunat                                         
P01BE04;artemotil                                         
P01BE05;artenimol                                         
P01BF;Artemisinin og derivater, kombinasjoner
P01BF01;artemeter og lumefatrine
P01BF02;artesunat og meflokin
P01BF03;artesunat og amodiakin
P01BF04;artesunat, sulfametopyrazin og pyrimetamin
P01BF05;artenimol og piperakin
P01BF06;artesunat og pyronaridin
P01BX;Andre malariamidler                               
P01BX01;halofantrin                                       
P01BX02   ;arterolan og piperakin
P01C;Midler mot leishmaniasis og trypanosomiasis
P01CA;Nitroimidazolderivater                            
P01CA02;benznidazol                                       
P01CB;Antimonforbindelser                               
P01CB01;meglumin antimonat                               
P01CB02;natriumstiboglukonat                              
P01CC;Nitrofuranderivater                               
P01CC01;nifurtimox                                        
P01CC02;nitrofural                                        
P01CD;Arsenforbindelser                                 
P01CD01;melarsoprol                                       
P01CD02;acetarsol                                         
P01CX;Andre midler mot leishmaniasis og trypanosomiasis 
P01CX01;pentamidin isethionat                             
P01CX02;suramin natrium                                   
P01CX03;eflornitin                                        
P02;Anthelmintika
P02B;Midler mot trematoder
P02BA;Kinolinderivater og lignende substanser           
P02BA01;prazikvantel                                       
P02BA02;oxamnikin                                         
P02BB;Organofosfater                              
P02BB01;metrifonat                                        
P02BX;Andre midler mot trematoder                       
P02BX01;bitionol                                          
P02BX02;niridazol                                         
P02BX03;stibofen                                          
P02BX04;triklabendazol
P02C;Midler mot nematoder
P02CA;Benzimidazol derivater         
P02CA01;mebendazol                                        
P02CA02;tiabendazol                                       
P02CA03;albendazol                                        
P02CA04;ciclobendazol                                     
P02CA05;flubendazol                                       
P02CA06;fenbendazol                                       
P02CA51;mebendazol, kombinasjoner                         
P02CB;Piperazin og derivater                           
P02CB01;piperazin                                         
P02CB02;dietylkarbamazin                                  
P02CC;Tetrahydropyrimidin derivater                     
P02CC01;pyrantel                                          
P02CC02;oxantel                                           
P02CE;Imidazotiazol derivater                           
P02CE01;levamisol                                         
P02CF;Avermektiner                                      
P02CF01;ivermektin                                        
P02CX;Andre midler mot nematoder                        
P02CX01;pyrvin                                            
P02CX02;befenium                                          
P02D;Midler mot cestoder
P02DA;Salisylsyrederivater                              
P02DA01;niklosamid                                        
P02DX;Andre midler mot cestoder                         
P02DX01;desaspidin                                        
P02DX02;diklorofen                                        
P03;Ektoparasittmidler, inkl. skabbmidler og insektmidler
P03A;Ektoparasittmidler, inkl. skabbmidler
P03AA;Svovelholdige preparater                          
P03AA01;dixantogen                                        
P03AA02;kaliumpolysulfid                                  
P03AA03;mesulfen                                          
P03AA04;disulfiram                                        
P03AA05;tiram                                             
P03AA54;disulfiram, kombinasjoner                         
P03AB;Klorholdige preparater                            
P03AB01;klofenotan                                        
P03AB02;lindan                                            
P03AB51;klofenotan, kombinasjoner                         
P03AC;Pyretriner, inkl. syntetiske forbindelser          
P03AC01;pyretrum                                          
P03AC02;bioalletrin                                       
P03AC03;fenotrin                                          
P03AC04;permetrin                                         
P03AC51;pyretrum, kombinasjoner                           
P03AC52;bioalletrin, kombinasjoner                        
P03AC53;fenotrin, kombinasjoner                           
P03AC54;permetrin, kombinasjoner                           
P03AX;Andre ektoparasittmidler, inkl. skabbmidler       
P03AX01;benzylbenzoat                                     
P03AX02;kobberoleinat                                     
P03AX03;malation                                          
P03AX04;kvassia                                           
P03AX05;dimetikon
P03AX06;benzylalkohol
P03B;Insekticider og insektmidler
P03BA;Pyretriner                                        
P03BA01;cyflutrin                                         
P03BA02;cypermetrin                                       
P03BA03;dekametrin                                        
P03BA04;tetrametrin                                       
P03BX;Andre insekticider og insektmidler                
P03BX01;dietyltoluamid                                    
P03BX02;dimetylftalat                                     
P03BX03;dibutylftalat                                     
P03BX04;dibutylsuksinat                                   
P03BX05;dimetylkarbat                                     
P03BX06;etoheksadiol                                      
R;Respirasjonsorganer                        
R01;Rhinologika   
R01A;Rhinologika og andre preparater til lokal bruk i nesen 
R01AA;Adrenergika, usammensatte preparater              
R01AA02;cyklopentamin                                     
R01AA03;efedrin                                           
R01AA04;fenylefrin                                        
R01AA05;oksymetazolin                                     
R01AA06;tetryzolin                                        
R01AA07;xylometazolin                                     
R01AA08;nafazolin                                         
R01AA09;tramazolin                                        
R01AA10;metizolin                                         
R01AA11;tuaminoheptan                                     
R01AA12;fenoksazolin                                      
R01AA13;tymazolin                                         
R01AA14;adrenalin                                         
R01AA15;indanazolin
R01AB;Adrenergika, kombinasjonspreparater unntatt kombinasjoner med steroider           
R01AB01;fenylefrin                                        
R01AB02;nafazolin                                         
R01AB03;tetryzolin                                        
R01AB05;efedrin                                           
R01AB06;xylometazolin                                     
R01AB07;oksymetazolin                                     
R01AB08;tuaminoheptan                                     
R01AC;Antiallergiske midler, unntatt kortikosteroider     
R01AC01;natriumkromoglikat                                
R01AC02;levokabastin                                      
R01AC03;azelastin                                         
R01AC04;antazolin                                         
R01AC05;spagluminsyre                                     
R01AC06;tonzylamin                                        
R01AC07;nedokromil                                        
R01AC08;olopatadin
R01AC51;natriumkromoglikat, kombinasjoner                 
R01AD;Kortikosteroider
R01AD01;beklometason                                      
R01AD02;prednisolon                                       
R01AD03;dexametason                                       
R01AD04;flunisolid                                        
R01AD05;budesonid                                         
R01AD06;betametason                                       
R01AD07;tixokortol                                        
R01AD08;flutikason                                        
R01AD09;mometason                                         
R01AD11;triamcinolon                                      
R01AD12;flutikason furoat
R01AD13;ciklesonid
R01AD52;prednisolon, kombinasjoner                         
R01AD53;dexametason, kombinasjoner                        
R01AD57;tixokortol, kombinasjoner                         
R01AD58;flutikason, kombinasjoner
R01AD60;hydrokortison, kombinasjoner                      
R01AX;Andre midler til bruk i nesen                     
R01AX01;kalsiumheksamintiocyanat                          
R01AX02;retinol                                           
R01AX03;ipratropiumbromid                                 
R01AX05;ritiometan                                        
R01AX06;mupirocin                                         
R01AX07;heksamidin                                        
R01AX08;framycetin                                        
R01AX09;hyaluronsyre
R01AX10;diverse                                           
R01AX30;combinasjoner                                     
R01B;Rhinologika til systemisk bruk
R01BA;Adrenergika                                       
R01BA01;fenylpropanolamin                                 
R01BA02;pseudoefedrin                                     
R01BA03;fenylefrin                                        
R01BA51;fenylpropanolamin, kombinasjoner
R01BA52;pseudoefedrin, kombinasjoner
R01BA53;fenylefrin, kombinasjoner                         
R02;Halsmidler                           
R02A;Halsmidler   
R02AA;Antiseptika                                       
R02AA01;ambazon                                           
R02AA02;dekvalon                                          
R02AA03;diklorbenzylalkohol                               
R02AA05;klorheksidin                                      
R02AA06;cetylpyridin                                      
R02AA09;benzetonium                                       
R02AA10;myristylbenzalkon                                 
R02AA11;klorkinaldol                                      
R02AA12;heksylresorcinol                                  
R02AA13;akriflaviniumklorid                               
R02AA14;oksykinolin                                       
R02AA15;povidon, jodert
R02AA16;benzalkon                                         
R02AA17;cetrimon                             
R02AA18;heksamidin                                        
R02AA19;fenol                                             
R02AA20;diverse                                           
R02AA21;oktenidin
R02AB;Antibiotika                                       
R02AB01;neomycin                                          
R02AB02;tyrotricin                                        
R02AB03;fusafungin                                        
R02AB04;bacitracin                                        
R02AB30;gramicidin                                        
R02AD;Lokalanestetika                                   
R02AD01;benzokain                                         
R02AD02;lidokain                                          
R02AD03;kokain                                            
R02AD04;dyklonin                                          
R02AX;Andre halsmidler
R02AX01;flurbiprofen
R02AX02;ibuprofen
R02AX03;benzydamin
R03;Midler ved obstruktiv lungesykdom
R03A;Adrenergika, midler til inhalasjon
R03AA;Alfa- og beta-agonister                           
R03AA01;adrenalin                                         
R03AB;Ikke-selektive betaagonister                      
R03AB02;isoprenalin                                       
R03AB03;orciprenalin                                      
R03AC;Selektive beta-2-agonister                        
R03AC02;salbutamol                                        
R03AC03;terbutalin                                        
R03AC04;fenoterol                                         
R03AC05;rimiterol                                         
R03AC06;heksoprenalin                                     
R03AC07;isoetarin                                         
R03AC08;pirbuterol                                        
R03AC09;tretokinol                                        
R03AC10;karbuterol                                        
R03AC11;tulobuterol                                       
R03AC12;salmeterol                                        
R03AC13;formoterol                                        
R03AC14;klenbuterol                                       
R03AC15;reproterol                                        
R03AC16;pokaterol                                        
R03AC17;bitolterol                                        
R03AC18;indakaterol
R03AC19;olodaterol
R03AH;Adrenergika i kombinasjon                         
R03AK;Adrenergika i kombinasjon med kortikosteroider eller andre midler, unntatt antikolinergika
R03AK01;adrenalin og andre midler ved obstruktiv lungesykdom
R03AK02;isoprenalin og andre midler ved obstruktiv lungesykdom
R03AK04;salbutamol og natriumkromoglikat
R03AK05;reproterol og natriumkromoglikat
R03AK06;salmeterol og flutikason
R03AK07;formoterol og budesonid
R03AK08;formoterol og beklometason
R03AK09;formoterol og mometason
R03AK10;vilanterol og flutikasonfuroat
R03AK11;formoterol og flutikason
R03AK12;salmeterol og budesonid
R03AK13;salbutamol og beklometason
R03AL;Adrenergika i kombinasjon med antikolinergika  
R03AL01;fenoterol og ipratropiumbromid
R03AL02;salbutamol og ipratropiumbromid
R03AL03;vilanterol og umeklidiniumbromid
R03AL04;indakaterol og glykopyrroniumbromid
R03AL05;formoterol pg aklidiniumbromid
R03AL06;olodaterol og tiotropiumbromid
R03AL07;formoterol og glykopyrronbromid
R03AL08;vilanterol, umeklidiniumbromid og flutikasonfuroat
R03AL09;formoterol, glykopyrronbromid og beklometason
R03B;Andre midler ved obstruktiv lungesykdom, til inhalasjon
R03BA;Glukokortikoider                                  
R03BA01;beklometason                                      
R03BA02;budesonid                                         
R03BA03;flunisolid                                        
R03BA04;betametason                                       
R03BA05;flutikason                                        
R03BA06;triamcinolon                                      
R03BA07;mometason                                         
R03BA08;ciklesonid
R03BA09;flutikasonfuroat
R03BB;Antikolinergika                                   
R03BB01;ipratropiumbromid                                 
R03BB02;oksytropiumbromid                                 
R03BB03;stramonipreparater                                
R03BB04;tiotropiumbromid                                  
R03BB05;aklidinium bromid
R03BB06;glykopyrronium bromid
R03BB07;umeklidiniumbromid
R03BB54;tiotropiumbromid, kombinasjoner
R03BC;Antiallergiske midler, unntatt kortikosteroider     
R03BC01;natriumkromoglikat                                
R03BC03;nedokromil                                        
R03BX;Andre midler ved obstruktiv lungesykdom, til inhalasjon
R03BX01;fenspirid                                         
R03C;Adrenergika, midler til systemisk bruk
R03CA;Alfa- og betaagonister                            
R03CA02;efedrin                                           
R03CB;Ikke-selektive betaagonister                      
R03CB01;isoprenalin                                       
R03CB02;metoksyfenamin              
R03CB03;orciprenalin                                      
R03CB51;isoprenalin, kombinasjoner                        
R03CB53;orciprenalin, kombinasjoner                       
R03CC;Selektive beta-2-agonister                        
R03CC02;salbutamol                                        
R03CC03;terbutalin                                        
R03CC04;fenoterol                                         
R03CC05;heksoprenalin                                     
R03CC06;isoetarin                                         
R03CC07;pirbuterol                                        
R03CC08;prokaterol                                        
R03CC09;tretokinol                                        
R03CC10;karbuterol                                        
R03CC11;tulobuterol                                       
R03CC12;bambuterol                                        
R03CC13;klenbuterol                                       
R03CC14;reproterol                                        
R03CC53;terbutalin, kombinasjoner                         
R03CK;Adrenergika og andre midler ved obstruktiv lungesykdom
R03D;Andre systemiske midler ved obstruktiv lungesykdom
R03DA;Xantinderivater                                   
R03DA01;diprofyllin                                       
R03DA02;kolinteofyllinat                                  
R03DA03;proksyfyllin                                      
R03DA04;teofyllin                                         
R03DA05;teofyllinetylendiamin                             
R03DA06;etamifyllin                                       
R03DA07;teobromin                                         
R03DA08;bamifyllin                                        
R03DA09;acefyllin piperazin                               
R03DA10;bufyllin                                          
R03DA11;doxofyllin                                        
R03DA12;mepyramin teofyllinacetat
R03DA20;xantiner i kombinasjon                            
R03DA51;diprofyllin, kombinasjoner                        
R03DA54;teofyllin, kombinasjoner unntatt psykolptika
R03DA55;teofyllinetylendiamin, kombinasjoner                        
R03DA57;teobromin, kombinasjoner                          
R03DA74;teofyllin, kombinasjoner med psykoleptika         
R03DB;Xantiner og adrenergika                           
R03DB01;diprofyllin og adrenergika                          
R03DB02;kolinteofyllinat og adrenergika                   
R03DB03;proksyfyllin og adrenergika                       
R03DB04;teofyllin og adrenergika                          
R03DB05;aminofyllin og adrenergika                        
R03DB06;etamifyllin og adrenergika                        
R03DC;Leukotrienreseptor antagonister                   
R03DC01;zafirlukast                                       
R03DC02;pranlukast                                        
R03DC03;montelukast                                       
R03DC04;ibudilast                                         
R03DC53;montelukast, kombinasjoner
R03DX;Andre systemiske midler ved obstruktiv lungesykdom  
R03DX01;amlexanox                                         
R03DX02;eprozinol                                         
R03DX03;fenspirid                                         
R03DX05;omalizumab                                        
R03DX06;seratrodast
R03DX07;roflumilast
R03DX08;reslizumab
R03DX09;mepolizumab
R03DX10;benralizumab
R05;Hoste- og forkjølelsesmidler
R05C;Ekspektorantia, unntatt kombinasjoner med antitussiva
R05CA;Ekspektorantia
R05CA01;tyloxapol                                         
R05CA02;kaliumjodid                                       
R05CA03;guaifenesin                                       
R05CA04;ipekakuanharot                                    
R05CA05;altearot                                          
R05CA06;senega                                            
R05CA07;antimonpentasulfid                                
R05CA08;kreosot                                           
R05CA09;guajakolsulfonat                                  
R05CA10;kombinasjoner                                     
R05CA11;levoverbenon                                      
R05CA12;Eføyblad
R05CA13;kineol
R05CB;Mukolytika                                        
R05CB01;acetylcystein                                     
R05CB02;bromhexin                                         
R05CB03;karbocystein                                      
R05CB04;eprazinon                                         
R05CB05;mesna                                             
R05CB06;ambroxol                                          
R05CB07;sobrerol                                          
R05CB08;domiodol                                          
R05CB09;letostein                                         
R05CB10;kombinasjoner                                     
R05CB11;stepronin                                         
R05CB13;dornase alfa (desoksyribonuklease)                
R05CB14;neltenexin                                        
R05CB15;erdostein                                         
R05CB16;mannitol
R05D;Antitussiva, unntatt kombinasjoner med ekspektorantia
R05DA;Opiumsalkaloider og derivater                     
R05DA01;etylmorfin                                        
R05DA03;hydrokon                                          
R05DA04;kodein                                            
R05DA05;opiumsalkaloider med innhold av morfin            
R05DA06;normetadon                                        
R05DA07;noskapin                                          
R05DA08;folkodin                                          
R05DA09;dextrometorfan                                    
R05DA10;tebakon                                           
R05DA11;dimemorfan                                        
R05DA12;acetyldihydrokodein
R05DA20;kombinasjoner                                     
R05DB;Andre antitussiva                                 
R05DB01;benzonatat                                        
R05DB02;benproperin                                       
R05DB03;klobutinol                                        
R05DB04;isoaminil                                         
R05DB05;pentoksyverin                                     
R05DB07;oxolamin                                          
R05DB09;okseladin                                         
R05DB10;klofedanol                                        
R05DB11;pipazetat                                         
R05DB12;bibenzonbromid                                    
R05DB13;butamirat                                         
R05DB14;fedrilat                                          
R05DB15;zipeprol                                          
R05DB16;dibunat                                           
R05DB17;droksypropin                                      
R05DB18;prenoxdiazin                                      
R05DB19;dropropizin                                       
R05DB20;kombinasjoner                                     
R05DB21;kloperastin                                       
R05DB22;meprotixol                                        
R05DB23;piperidion                                        
R05DB24;tipepidin                                         
R05DB25;morklofon                                         
R05DB26;nepinalon                                         
R05DB27;levodropropizin                                   
R05DB28;dimetoksanat
R05F;Antitussiva og ekspektorantia i kombinasjon
R05FA;Opiumsderivater og ekspektorantia                  
R05FA01;opiumsderivater og mukolytika                      
R05FA02;opiumsderivater og ekspektorantia                    
R05FB;Andre antitussiva og ekspektorantia               
R05FB01;antitussiva og mukolytika                         
R05FB02;antitussiva og ekspektorantia                     
R05X;Andre forkjølelsesmidler
R06;Antihistaminer til systemisk bruk
R06A;Antihistaminer til systemisk bruk
R06AA;Aminoalkyletere                                   
R06AA01;bromazin                                          
R06AA02;difenhydramin                                     
R06AA04;klemastin                                         
R06AA06;klorfenoksamin                                     
R06AA07;difenylpyralin                                    
R06AA08;karbinoksamin                                     
R06AA09;doksylamin                                        
R06AA10;trimetobenzamid
R06AA52;difenhydramin, kombinasjoner                      
R06AA54;klemastin, kombinasjoner                          
R06AA56;klorfenoksamin, kombinasjoner                     
R06AA57;difenylpyralin, kombinasjoner                      
R06AA59;doksylamin, kombinasjoner
R06AB;Alkylaminer, substituerte                         
R06AB01;bromfeniramin                                     
R06AB02;deksklorfeniramin                                 
R06AB03;dimetinden                                        
R06AB04;klorfeniramin                                     
R06AB05;feniramin                                         
R06AB06;deksbromfeniramin                                 
R06AB07;talastin                                          
R06AB51;bromfeniramin, kombinasjoner                      
R06AB52;deksklorfeniramin, kombinasjoner                  
R06AB54;klorfeniramin, kombinasjoner                      
R06AB56;deksbromfeniramin, kombinasjoner                  
R06AC;Etylendiaminer, substituerte                      
R06AC01;mepyramin                                         
R06AC02;histapyrrodin                                     
R06AC03;klorpyramin                                       
R06AC04;tripelennamin                                     
R06AC05;metapyrilen                                       
R06AC06;tonzylamin                                        
R06AC52;histapyrrodin, kombinasjoner                      
R06AC53;klorpyramin, kombinasjoner                        
R06AD;Fentiazinderivater                                
R06AD01;alimemazin                                        
R06AD02;prometazin                                        
R06AD03;tietylperazin                                     
R06AD04;metdilazin                                        
R06AD05;hydroksyetylprometazin                            
R06AD06;tiazinam                                          
R06AD07;mekvitazin                                        
R06AD08;oxomemazin                                        
R06AD09;isotipendyl                                       
R06AD52;prometazin, kombinasjoner                         
R06AD55;hydroksyetylprometazin, kombinasjoner             
R06AE;Piperazinderivater                                
R06AE01;buklizin                                          
R06AE03;cyklizin                                          
R06AE04;klorcyklizin                                      
R06AE05;meklozin                                          
R06AE06;oxatomid                                          
R06AE07;cetirizin                                         
R06AE09;levocetirizin                                     
R06AE51;buklizin, kombinasjoner                           
R06AE53;cyklizin, kombinasjoner                           
R06AE55;meklozin, kombinasjoner                           
R06AK;Kombinasjoner av antihistaminer                   
R06AX;Andre antihistaminer til systemisk bruk
R06AX01;bamipin                                           
R06AX02;cyproheptadin                                     
R06AX03;tenalidin                                         
R06AX04;fenindamin                                        
R06AX05;antazolin                                         
R06AX07;triprolidin                                       
R06AX08;pyrrobutamin               
R06AX09;azatadin                                          
R06AX11;astemizol                                         
R06AX12;terfenadin                                        
R06AX13;loratadin                                         
R06AX15;mebhydrolin                                       
R06AX16;deptropin                                         
R06AX17;ketotifen                                         
R06AX18;akrivastin                                        
R06AX19;azelastin                                         
R06AX21;tritokvalin                                       
R06AX22;ebastin                                           
R06AX23;pimetixen                                         
R06AX24;epinastin                                         
R06AX25;mizolastin                                        
R06AX26;feksofenadin                                      
R06AX27;desloratadin                                      
R06AX28;rupatadin                                         
R06AX29;bilastin
R06AX31;kvifenadin
R06AX32;sekifenadin
R06AX53;tenalidin, kombinasjoner                          
R06AX58;pyrrobutamin, kombinasjoner        
R07;Andre preparater med virkning på respirasjonssystemet
R07A;Andre preparater med virkning på respirasjonssystemet
R07AA;Lungesurfaktanter                                 
R07AA01;kolfoskerilpalmitat                               
R07AA02;naturlige fosfolipider                            
R07AA30;kombinasjoner                                     
R07AB;Respirasjonsstimulerende midler                    
R07AB01;doxapram                                          
R07AB02;niketamid                                         
R07AB03;pentetrazol                                       
R07AB04;etamivan                                          
R07AB05;bemegrid                                          
R07AB06;petkamid                                         
R07AB07;almitrin                                          
R07AB08;dimeflin                                          
R07AB09;mepixanox                                         
R07AB52;niketamid, kombinasjoner                          
R07AB53;pentetrazol, kombinasjoner                        
R07AX;Andre preparater med virkning på respirasjonssystemet
R07AX01;nitrogenoksid
R07AX02;ivakaftor
R07AX30;ivakaftor og lumakaftor
R07AX31;ivakaftor og tezakaftor
S;Sanseorganer                                
S01;Øyemidler
S01A;Antiinfektiva
S01AA;Antibiotika                                       
S01AA01;kloramfenikol                                     
S01AA02;klortetracyklin                                   
S01AA03;neomycin                                          
S01AA04;oksytetracyklin                                   
S01AA05;tyrotricin                                        
S01AA07;framycetin                                        
S01AA09;tetracyklin                                       
S01AA10;natamycin                                         
S01AA11;gentamicin                                        
S01AA12;tobramycin                                        
S01AA13;fusidinsyre                                       
S01AA14;benzylpenicillin                                  
S01AA15;dihydrostreptomycin                               
S01AA16;rifamycin                                         
S01AA17;erytromycin                                       
S01AA18;polymyxin B                                       
S01AA19;ampicillin                                        
S01AA20;antibiotika i kombinasjoner med andre stoffer                
S01AA21;amikacin                                          
S01AA22;mikronomicin                                      
S01AA23;netilmicin                                        
S01AA24;kanamycin                                         
S01AA25;azidamfenikol                                     
S01AA26;azitromycin
S01AA27;cefuroxim
S01AA30;kombinasjoner av ulike antibiotika             
S01AB;Sulfonamider                                      
S01AB01;sulfametizol                                      
S01AB02;sulfafurazol                                      
S01AB03;sulfadikramid                                     
S01AB04;sulfacetamid                                      
S01AB05;sulfafenazol                                      
S01AD;Antivirale midler                                  
S01AD01;idoxuridin                                        
S01AD02;trifluridin                                       
S01AD03;aciklovir                                         
S01AD05;interferon                                        
S01AD06;vidarabin                                         
S01AD07;famciklovir                                       
S01AD08;fomivirsen                                        
S01AD09;ganciklovir                                       
S01AE;Fluorokinoloner
S01AE01;ofloxacin                                  
S01AE02;norfloxacin                                       
S01AE03;ciprofloxacin                                     
S01AE04;lomefloxacin                                      
S01AE05;levofloxacin
S01AE06;gatifloxacin
S01AE07;moxifloxacin
S01AE08;besifloksacin
S01AX;Andre antiinfektiva                               
S01AX01;kvikksølvforbindelser                             
S01AX02;sølvforbindelser                                  
S01AX03;sinkforbindelser                                  
S01AX04;nitrofural                                        
S01AX05;bibrokatol                                        
S01AX06;resorcinol                                        
S01AX07;natriumborat                                      
S01AX08;heksamidin                                        
S01AX09;klorheksidin                                      
S01AX10;natriumpropionat                                  
S01AX14;dibrompropamidin                                  
S01AX15;propamidin                                        
S01AX16;pikloxydin                                        
S01AX18;povidon, jodert
S01B;Antiinflammatoriske midler
S01BA;Kortikosteroider, usammensatte preparater          
S01BA01;dexametason                                       
S01BA02;hydrokortison                                     
S01BA03;kortison                                          
S01BA04;prednisolon                                       
S01BA05;triamcinolon                                      
S01BA06;betametason                                       
S01BA07;fluormetolon                                      
S01BA08;medryson                                          
S01BA09;klobetason                                        
S01BA10;alklometason                                      
S01BA11;desonid                                           
S01BA12;formokortal                                       
S01BA13;rimexolon                                        
S01BA14;loteprednol
S01BA15;fluocinolonacetonid
S01BB;Kortikosteroider og mydriatika i kombinasjon      
S01BB01;hydrokortison og mydriatika                       
S01BB02;prednisolon og mydriatika                         
S01BB03;fluorometolon og mydriatika                       
S01BB04;betametason og mydriatika                         
S01BC;Antiinflammatoriske midler, ikke-steroide         
S01BC01;indometacin                                       
S01BC02;oksyfenbutazon                                    
S01BC03;diklofenak                                        
S01BC04;flurbiprofen                                      
S01BC05;ketorolak                                         
S01BC06;piroxikam                                         
S01BC07;bendazak                                          
S01BC08;salisylsyre                                       
S01BC09;pranoprofen                                       
S01BC10;nepafenak
S01BC11;bromfenak
S01C;Antiinflammatoriske midler og antiinfektiva i kombinasjon
S01CA;Kortikosteroider og antiinfektiva i kombinasjon    
S01CA01;dexametason og antiinfektiva                      
S01CA02;prednisolon og antiinfektiva                      
S01CA03;hydrokortison og antiinfektiva                    
S01CA04;fluokortolon og antiinfektiva                     
S01CA05;betametason og antiinfektiva                      
S01CA06;fludrokortison og antiinfektiva                   
S01CA07;fluormetolon og antiinfektiva                     
S01CA08;metylprednisolon og antiinfektiva                 
S01CA09;klorprednison og antiinfektiva                    
S01CA10;fluocinolonacetonid og antiinfektiva              
S01CA11;klobetason og antiinfektiva                       
S01CB;Kortikosteroider/antiinfektiva/mydriatika i kombinasjon
S01CB01;dexametason                                       
S01CB02;prednisolon                                       
S01CB03;hydrokortison                                     
S01CB04;betametason                                       
S01CB05;fluorometolon                                     
S01CC;Antiinflammatoriske midler, ikke-steroide og antiinfektiva i kombinasjon
S01CC01;diklofenak og antiinfektiva                       
S01CC02;indometacin og antiinfektiva
S01E;Glaukommidler og miotika
S01EA;Sympatomimetika                                   
S01EA01;adrenalin                                         
S01EA02;dipivefrin                                        
S01EA03;apraklonidin                                      
S01EA04;klonidin                                          
S01EA05;brimonidin                                        
S01EA51;adrenalin, kombinasjoner                          
S01EB;Parasympatomimetika                               
S01EB01;pilokarpin                                        
S01EB02;karbakolin                                        
S01EB03;ekotiopat                                         
S01EB04;demekar                                           
S01EB05;fysostigmin                                       
S01EB06;neostigmin                                        
S01EB07;fluostigmin                                       
S01EB08;aceklidin                                         
S01EB09;acetylkolin                                       
S01EB10;paraokson                                         
S01EB51;pilokarpin, kombinasjoner                         
S01EB58;aceklidin, kombinasjoner                          
S01EC;Karboanhydrasehemmere                             
S01EC01;acetazolamid                                      
S01EC02;diklofenamid                                      
S01EC03;dorzolamid                                        
S01EC04;brinzolamid                                       
S01EC05;metazolamid
S01EC54;brinzolamid, kombinasjoner
S01ED;Betablokkere 1)
S01ED01;timolol                                           
S01ED02;betaxolol                                         
S01ED03;levobunolol                                       
S01ED04;metipranolol                                      
S01ED05;karteolol                                         
S01ED06;befunolol                                         
S01ED51;timolol, kombinasjoner                            
S01ED52;betaxolol, kombinasjoner                           
S01ED54;metipranolol, kombinasjoner                       
S01ED55;carteolol, kombinasjoner
S01EE;Prostaglandinanaloger1)
S01EE01;latanoprost
S01EE02;unoproston
S01EE03;bimatoprost
S01EE04;travoprost
S01EE05;tafluprost
S01EX;Andre glaukommidler                               
S01EX01;guanetidin                                        
S01EX02;dapiprazol                                        
S01EX05;netarsudil
S01F;Mydriatika og cykloplegika 
S01FA;Antikolinergika                                   
S01FA01;atropin                                           
S01FA02;skopolamin                                        
S01FA03;metylskopolamin                                   
S01FA04;cyklopentolat                                     
S01FA05;homatropin                                        
S01FA06;tropikamid                                        
S01FA54;cyklopentolat, kombinasjoner
S01FA56;tropikamid, kombinasjoner                         
S01FB;Sympatomimetika eksl. glaukommidler               
S01FB01;fenylefrin                                        
S01FB02;efedrin                                           
S01FB03;ibopamin                                          
S01FB51;fenylefrin og ketorolak
S01G;Karkontraherende og antiallergiske midler 
S01GA;Karkontraherende midler (sympatomimetika)         
S01GA01;nafazolin                                         
S01GA02;tetryzolin                                        
S01GA03;xylometazolin                                     
S01GA04;oksimetazolin                                     
S01GA05;fenylefrin                                        
S01GA06;oxedrin                                           
S01GA51;nafazolin, kombinasjoner                          
S01GA52;tetryzolin, kombinasjoner                         
S01GA53;xylometazolin, kombinasjoner                       
S01GA55;fenylefrin, kombinasjoner                         
S01GA56;oxedrin, kombinasjoner                            
S01GX;Andre antiallergiske midler                        
